recipe_name	ingredient_not_found	Error	item_link	weight	quantity	energy_gm	protein_gm	fat_gm	carbs_gm	total_dietary_fibre_gm	sugar_gm	sodium_mg	trans_fat_gm	total_saturated_fat_gm	cholesterol_mg	added_sugar_gm	0	0	0
strawberry milkshake	SUCCESS	SUCCESS	https://www.tarladalal.com/Strawberry-Milkshake-Fresh-Strawberry-Milkshake-41368r	100	0	67.07272727	1.930909091	1.854545455	11.21345455	0.727272727	7.221818182	753.8	0.121090909	1.333090909	45.89090909	0			
gondhoraj salad	SUCCESS	SUCCESS	http://allrecipes.com/recipe/14397/lemony-cucumbers/	100	0	67.14285714	0.357	0.0744	14.9436	1.566	12.1272	780.716	0	0.0024	0	0			
paneer n mixed vegetable soup,paneer and vegetable soup,paneer and mixed vegetable soup	SUCCESS	SUCCESS	https://www.tarladalal.com/Paneer-and-Mixed-Vegetable-Thai-Soup-477r	100	0	67.15776805	2.334252371	1.581473377	11.39654267	2.579576951	1.997520058	183.2625821	0.019256018	0.075393144	0	0			
sproted moong dal and methi chilla,ankurit dal ka chila	SUCCESS	SUCCESS	0	100	0.74906367	67.2752809	3.543501873	3.256741573	7.578707865	2.297752809	3.713576779	378.3576779	0.068820225	0.169114232	0	0			
thai cucumber pickle	SUCCESS	SUCCESS	https://www.tarladalal.com/Cucumber-Relish-Thai-Cucumber--Pickle-435r	100	0	68.09243697	0.503529412	0.117647059	15.71941176	1.411764706	14.31823529	573.5705882	0.279176471	6.279823529	0	0			
sugarfree malai peda,no sugar cream peda	SUCCESS	SUCCESS	https://www.tarladalal.com/Malai-Peda-Diabetic-Friendly-3475r	100	2.069857697	68.70375162	3.274954722	2.787684347	5.489327296	0.075549806	0.011862872	7.917205692	0	0.005619664	0	0			
cabbage thoran,cabbage poriyal	SUCCESS	SUCCESS	https://www.tarladalal.com/Cabbage-Thoren-38907r	100	0	68.77290837	1.932430279	3.308366534	8.581673307	3.200796813	2.141832669	322.7840637	0.021035857	0.078095618	0	0			
cabbage thoren,cabbage thoran	SUCCESS	SUCCESS	https://www.tarladalal.com/Cabbage-Thoren-38907r	100	0	68.77290837	1.932430279	3.308366534	8.581673307	3.200796813	2.141832669	322.7840637	0.021035857	0.078095618	0	0			
tropical treat	SUCCESS	SUCCESS	http://www.chezshuchi.com/Tropical-treat.html	100	0	68.95417985	0.41625	0.2175	16.74550501	1.2875	7.898800105	12.484375	0	0	0.00225	0			
achari chicken	SUCCESS	SUCCESS	http://www.bawarchi.com/recipe/aachari-chicken-oersuAfadbhbi.html	100	0	69.72384035	1.62407767	3.9998274	7.172815534	1.441208198	0.794390507	645.236246	0.261747573	5.191175836	1.469255663	0			
lemon fizz,lemon float,lemon vanilla float	SUCCESS	SUCCESS	http://www.fauziaskitchenfun.com/sprite-and-vanilla-ice-cream-float	100	0	70.12603648	1.268656716	1.141791045	14.22056385	0.050746269	13.65728027	13.47429519	0	0	3.805970149	7.877280265			
wild strawberry milkshake	SUCCESS	SUCCESS	0	100	0	70.20974851	2.076339124	2.032564169	11.39208193	0.586984703	7.257059891	795.5657247	0.133449831	1.415253306	39.18174747	0			
onion soup,pyaaz ka soup	SUCCESS	SUCCESS	http://www.jamieoliver.com/recipes/vegetables-recipes/english-onion-soup-with-sage-and-cheddar/	100	0	70.83422376	2.313437263	3.085073038	9.120126782	1.917249485	1.113668839	190.1264146	0	0.262355327	0.073336631	0.025385757			
pomegranate banana smoothie without sugar	SUCCESS	SUCCESS	0	100	0	72.1	2.38	1.88	11.45	0.92	0	539	0.1	1.15	6.6	0			
akhini,yakhni,yakhni pulao	SUCCESS	SUCCESS	http://www.bawarchi.com/recipe/akhini-oersWbjejadff.html	100	0	72.25284914	1.837065868	3.12264632	9.504096967	1.729283369	0.476337647	320.1964458	0.051796794	0.825007533	1.390766853	0			
bhindi onion stir fry (ularthu)	SUCCESS	SUCCESS	https://www.tarladalal.com/Bhindi-Onion-Stir-fry--Kerala-style-Ularthu-41477r	100	0	72.61655385	1.559263745	3.705973162	9.188191426	2.731457072	0.714404465	120.4823655	0.062700392	0.178309464	0	0			
paneer salad	SUCCESS	SUCCESS	https://www.tarladalal.com/Spinach-and-Paneer-Salad-(-Healthy-Soups-and-Salads-Recipe)-36140r	100	0	73.17585302	8.325826772	0.423937008	8.716045494	0.631671041	7.395275591	548.2362205	0.29896063	7.042692913	0	0			
zucchini tomato mozzerella caprese	SUCCESS	SUCCESS	https://www.tarladalal.com/Zucchini-Tomato-and-Mozzarella-Caprese-Italian-Stir-fry-41713r	100	0	73.3963964	1.232454955	4.733153153	5.723783784	1.539752252	1.431306306	413.3085586	0.106891892	3.576671171	0.003378378	0			
lemon grass and coconut soup	SUCCESS	SUCCESS	https://www.tarladalal.com/Lemon-Grass-Coconut-Soup-4988r	100	0	73.53429603	0.853566787	5.987949458	4.243523466	0.746714801	0.50334296	148.568231	0	0.008578339	0	0			
orange fizz,orange float,orange vanilla float	SUCCESS	SUCCESS	http://redchillycurry.com/fanta-ice-cream-float-recipe/	100	0	74.27197347	1.268656716	1.141791045	15.67164179	0.050746269	14.90106136	12.43781095	0	0	3.805970149	0			
braised sapo chicken,braised chicken	SUCCESS	SUCCESS	http://food.ndtv.com/recipe-braised-chicken-344764	100	0	74.9116513	3.652264878	2.977575859	6.660135792	1.923218776	1.640048617	187.7012573	0.010728248	0.837944174	10.0093881	0			
hari chutney,green chutney	SUCCESS	SUCCESS	https://www.tarladalal.com/Low-Calorie-Green-Chutney-Hari-Chutney-%E2%80%93-Diabetic-Friendly-3537r	100	0	75.15151515	4.725555556	1.702020202	11.64646465	4.157575758	0.909090909	442.0040404	0	0.164252525	0.363636364	0			
cucumber raita	SUCCESS	SUCCESS	https://www.tarladalal.com/Cucumber-Raita-Raita-Recipe-41658r	100	0	75.30728336	2.302886762	5.006948432	5.458118022	1.112865497	1.062610314	251.174907	0.056140351	1.215299841	3.189792663	0			
thai vegetable soup	SUCCESS	SUCCESS	https://www.tarladalal.com/Thai-Vegetable-Soup-(-Healthy-Soups-and-Salads-Recipe)-4621r	100	0	75.40481571	2.938367859	2.509265537	10.68002511	2.410797238	2.299748901	165.443189	0	0.966263026	4.143126177	0			
hariyali parwal	SUCCESS	SUCCESS	https://www.tarladalal.com/Hariyali-Parwal-Hariyali-Parwal-Curry-8662r	100	0	76.51174668	2.538641471	5.165040858	5.481516854	1.339121553	0.109244127	229.4785495	0.06741573	0.799601124	1.838610827	0			
aam ada grilled bhetki	SUCCESS	SUCCESS	http://www.manidipaskitchen.com/bhetki-fish-starter-spicy-grilledbaked-bhetki-fish/	100	0.936037441	76.58346334	12.05219969	0.698478939	5.634734789	0.732839314	0.118549142	355.1677067	0.01176131	0.275426677	0	0			
aam kashundi kakra,crab with raw mango and mustard sauce	SUCCESS	SUCCESS	https://umeandfood.wordpress.com/2017/09/17/aam-kasundi-kakra-crab-with-raw-mango-and-mustard-sauce/	100	0	76.70458716	13.75636697	0.55253211	3.390018349	0.869541284	0.417229358	794.6146789	0.000102752	0.086906422	30.82568807	0			
baked mushroom	SUCCESS	SUCCESS	http://www.food.com/recipe/baked-mushrooms-308092	100	0	77.18607222	2.465563744	5.224723655	6.407951363	2.768312454	2.11311717	1793.073324	0	0.713896463	0	0			
pomegranate smoothie	SUCCESS	SUCCESS	0	100	0	77.31746032	2.476190476	1.936507937	12.6815873	0.888888889	4.752380952	511.2857143	0.095238095	1.222222222	6.666666667	0			
nepalese mutton curry,nepali mutton curry,nepali goat curry,khasi ko masu	SUCCESS	SUCCESS	https://www.archanaskitchen.com/nepalese-mutton-curry-recipe	100	0	77.36898396	0.910695187	5.61372549	5.952228164	1.490196078	1.312655971	1383.231729	0.432513369	7.859500891	0	0			
iced tea	SUCCESS	SUCCESS	0	100	0	77.38738196	0	0	19.50688768	0	18.87840064	0.142857143	0	0	0	0			
anaras raita	SUCCESS	SUCCESS	https://www.tarladalal.com/Pineapple-Raita-40246r	100	0	77.92561983	2.736280992	2.199256198	12.48512397	0.457024793	7.473636364	691.9669421	0	1.335	3.969322314	0			
pineapple tomato capsicum sabzi	SUCCESS	SUCCESS	https://www.tarladalal.com/Pineapple-Capsicum-and-Tomato-Sabzi-1579r	100	0	78.40136054	0.982857143	4.601088435	9.195102041	1.983673469	6.004489796	527.6666667	0.241605442	4.483414966	0.002938776	0			
kokum rasam,kokum saaru,punarpuli saaru	SUCCESS	SUCCESS	https://www.tarladalal.com/Kokum-Saar-Kokum-Rasam-41458r	100	0	78.83888628	0.577456593	2.45860316	13.77682309	0.095581104	0.032003754	77.20647583	0.041295167	0.109696856	0	0			
red pumpkin chutney	SUCCESS	SUCCESS	https://www.tarladalal.com/Red-Pumpkin-Chutney-Kaddu-Chutney-Bengali-Bhopla-Chutney-41442r	100	0	79.16455696	1.136708861	0.082278481	18.69974684	0	11.52911392	985.2607595	0	0	0	0			
dahi idli,curd idli,thayir idli	SUCCESS	SUCCESS	https://www.tarladalal.com/Dahi-Idli-5022r	100	0	79.18991794	2.436506448	3.762438453	8.916717468	0.246658851	0.603352872	551.4806565	0	0.938161782	2.813599062	0			
achari gosht,mutton in pickle masala	SUCCESS	SUCCESS	http://www.bawarchi.com/recipe/achari-gosht-aur-hari-mirch-oerthBhbbheij.html	100	0	79.67108753	2.562793988	4.335278515	7.863660477	1.011494253	0.270557029	556.0035367	0.04668435	1.191172414	3.183023873	0			
"sprouts dhokla,sprouted mung beans dhokla,ankurit moong dal
 dhokla"	SUCCESS	SUCCESS	https://www.tarladalal.com/Sprouts-Dhokla-39007r	100	2.307692308	79.79807692	4.050673077	3.969326923	8.556057692	2.424038462	3.854807692	387.9038462	0.090576923	0.236038462	0	0			
chicken soup	SUCCESS	SUCCESS	http://www.jamieoliver.com/recipes/chicken-recipes/chicken-soup-with-spring-veg-pasta/	100	0	80.072227	6.061736887	2.479105761	8.454342218	2.907652623	1.719518487	129.0782459	0	0.4672227	13.92949269	0			
mango raita,aam ki raita,aam raita	SUCCESS	SUCCESS	https://www.tarladalal.com/Mango-Raita-41687r	100	0	80.95591182	2.089699399	1.648697395	14.5653507	1.018036072	3.6	48.6492986	0	0.963286573	2.885771543	0			
banana milkshake	SUCCESS	SUCCESS	https://www.tarladalal.com/Banana-Milkshake-41464r	100	0	81.95145631	2.038834951	1.019417476	16.30038835	0.699029126	2.906796117	319.4854369	0.058252427	0.553398058	3.495145631	0			
karela and capsicum sabzi,karela aur shimla mirch ki sabji,karela and shimla mirch sabji	SUCCESS	SUCCESS	https://www.tarladalal.com/Karela-and-Capsicum-Subzi-4311r	100	0	82.48412698	1.368253968	4.92952381	9.247142857	2.546031746	4.374920635	312.0079365	0.083809524	0.24568254	0	0			
barista cold coffee	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/cold-coffee-recipe-coffee-milkshake/	100	0	83.17562724	2.341218638	2.161290323	13.87784946	0	8.584946237	752.4946237	0.143369176	1.366243728	8.602150538	0			
bengali style veg chops	SUCCESS	SUCCESS	https://www.tarladalal.com/Bengali-Style-Veg-Chops-Healthy-Low-Salt-Snack-42022r	100	4.528301887	84.67924528	1.2	3.920754717	11.63396226	2.509433962	1.788679245	771.4339623	0.066415094	0.188679245	0	0			
methi murgh,methi chicken,fresh methi chicken,methi murg,menthi koora kodi,vendayam kozhi	SUCCESS	SUCCESS	https://www.archanaskitchen.com/methi-murgh-recipe-chicken-with-fenugreek-leaves-recipe	100	0	86.38246322	6.964788001	4.103980387	5.293573695	1.801326796	0.549177964	597.102394	0.174963946	3.619875397	23.36313816	0			
capsicum poriyal,casicum subzi,capsicum dry curry,capsicum besan subzi	SUCCESS	SUCCESS	https://www.tarladalal.com/Capsicum-Poriyal--Capsicum-Subzi-32854r	100	0	86.59649123	1.639766082	6.85122807	4.825730994	2.755555556	0	231.9181287	0.000982456	3.034035088	0.421052632	0			
sweet tangy green papaya chutney,green papaya chutney	SUCCESS	SUCCESS	https://foodindian.org/green-papaya-sweet-chutney.html	100	0	86.78095238	0.27047619	0.074514286	21.91634286	0.004571429	18.28754286	83.21142857	0	0.000609524	0	0			
bhapa sondesh,steamed home-made cottage cheese fudge	SUCCESS	SUCCESS	http://www.mix-and-stir.com/2013/07/bhapa-sandesh-steamed-home-made-cottage.html	100	0.461361015	86.79041028	3.099377163	3.886620531	9.964509804	0.032295271	4.834602076	967.0818916	0.184544406	1.753956171	11.07266436	0			
aloo aur kaddo ki sabzi,aloo and kaddu sabzi,aloo and kaddu sabju,aloo kaddi sabzi,aloo kaddu sabji,potato and pumpkin	SUCCESS	SUCCESS	https://www.tarladalal.com/Aloo-Aur-Kaddu-ki-Subzi-4346r	100	0	87.52444444	1.478281481	2.818962963	14.1797037	0.956444444	0.256948148	238.9691852	0.028124444	0.66818963	0.106666667	0			
sprouts cucumber salad	SUCCESS	SUCCESS	https://www.tarladalal.com/Bean-Sprouts-and-Cucumber-Salad-33995r	100	0	87.62651976	3.357978723	5.343882979	7.538829787	1.87287234	4.231914894	108.9446809	0.056170213	0.17712766	0	0			
healthy bhapa doi,nolen gurur doi,steamed yogurt pudding,baked yogurt,steamed sweet yogurt	SUCCESS	SUCCESS	https://www.tarladalal.com/Healthy-Bhapa-Doi-42005r	100	0	87.73913043	2.682608696	2.739130435	13.37217391	0	8.67826087	914.6521739	0.173913043	1.739130435	10.69565217	0			
turkish cacik,cucumber yogurt dip	SUCCESS	SUCCESS	http://www.geniuskitchen.com/recipe/turkish-cacik-36126	100	0	87.97809077	2.62372457	6.622535211	4.683505477	0.929577465	0.009389671	353.2519562	0	1.926970266	3.755868545	0			
strawberry mania shake	SUCCESS	SUCCESS	http://www.recipe4living.com/recipes/strawberry_milkshake.htm	100	0	89.38884778	2.714410439	2.356736396	14.34797269	0.994417166	11.42751597	321.9416829	0.032844286	0.541638663	56.55101904	0			
chiku milkshake	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/chickoo-milkshake-sapota-milkshake/	100	0	89.84126984	1.830687831	2.052910053	16.51851852	4.613756614	3.571428571	558.8994709	0.105820106	1.005291005	6.349206349	0			
potato salad	SUCCESS	SUCCESS	http://www.food.com/recipe/german-potato-salad-27415	100	0	89.88314305	1.482807253	0.624714574	19.45923439	1.321222297	2.723080367	121.5324827	0.001786434	0.178509066	0.886501007	0			
bean sprouts salad in peanut chilli dressing	SUCCESS	SUCCESS	https://www.tarladalal.com/Bean-Sprouts-Salad-in-A-Peanut-Chilli-Dressing-452r	100	0	90.34791814	4.547155963	5.759350741	7.06042343	2.216090332	4.348623853	328.213832	0.037261821	0.581134792	0	0			
peanut butter banana milkshake without sugar	SUCCESS	SUCCESS	0	100	0	90.51048951	2.265734266	1.27972028	17.54545455	1.111888112	0.167832168	27.94405594	0	0	0	0			
fruit raita	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/fruit-raita-recipe/	100	0	90.7921147	1.494749104	0.555824373	20.38430108	2.074014337	4.189318996	96.5734767	0	0.226231183	0.64516129	0			
gavarfali ki sabzi	SUCCESS	SUCCESS	https://www.tarladalal.com/Gavarfali-ki-Subzi-(--Rajasthani)-3865r	100	0	90.8	3.542666667	7.197904762	8.994666667	3.245714286	0.206666667	398.9142857	0.113714286	1.02647619	2.285714286	0			
crab steamed or braised in sauce	SUCCESS	SUCCESS	https://www.epicurious.com/recipes/food/views/steamed-blue-crabs-with-black-ginger-dipping-sauce-232305	100	0	92.59377475	17.34681729	0.571421759	1.478166319	0.048643815	1.240608048	955.9686438	0	0.085186051	39.25341282	0			
sugar free paneer kheer,sugar free paneer payasam	SUCCESS	SUCCESS	https://www.tarladalal.com/Paneer-Kheer-(--Diabetic-Recipe)-7471r	100	0	92.88888889	5.308888889	6.24691358	3.912222222	0	0.01	0	0	3.703703704	16.2962963	0			
kulfi	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/kulfi-recipe-basic-kulfi-recipe/	100	0	93.28378378	3.228040541	3.327972973	12.85817568	0.147972973	7.167297297	861.3513514	0.162162162	2.047871622	12.86486486	0			
thai chicken and mushroom broth	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/recipe/Thai-Chicken-and-Mushroom-Broth.html	100	0	93.49643772	12.09155329	3.438791883	3.20531261	1.255736086	0.702766113	442.1428014	0	0.865962872	45.63380282	0			
smoked tomato soup	SUCCESS	SUCCESS	https://www.tarladalal.com/Tomato-Soup-Veg-Tomato-Soup-362r	100	0	93.9378882	3.804720497	3.319254658	12.76795031	2.163975155	3.06931677	244.621118	0.471652174	10.6093913	0	0			
papaya and carrot thoran,carrot poriyal	SUCCESS	SUCCESS	http://www.sanjeevkapoor.com/Recipe/Green-Papaya-and-Carrot-Thoran.html	100	0	94.51734104	1.365317919	6.128901734	8.76300578	2.83150289	1.095953757	138.317341	0.020346821	0.062080925	0	0			
tomato chutney	SUCCESS	SUCCESS	https://www.tarladalal.com/Tomato-Chutney-3408r	100	0	94.66290868	1.513416009	7.028466742	7.149605411	2.00800451	1.793517475	439.4419391	0.547418264	9.952615558	0	0			
potato pineapple salad	SUCCESS	SUCCESS	http://www.bawarchi.com/recipe/pineapple-potato-salad-oesr7Pefggcdb.html	100	0	95.15030467	1.752072383	1.939129685	18.08475226	1.84549763	4.258556657	8.710900474	0	0.028279621	0.001706161	0.144765187			
rui maacher dom jhol,rui macher jhol,bengali rohu fish stew	SUCCESS	SUCCESS	http://www.peekncook.com/Show-A-Recipe/2045/rui-macher-jhol	100	0	95.28145695	5.027698675	5.425082781	6.876332781	1.393211921	0.191018212	190.843543	0.039519868	1.467114238	0	0			
achari prawn masala,prawns in pickle masala	SUCCESS	SUCCESS	http://www.bawarchi.com/recipe/achaari-prawn-masala-rbtm2Vdcaadbh.html	100	0	95.31487889	2.422260669	5.472318339	12.65801615	5.998846597	1.3816609	840.071511	0.279861592	5.285121107	0	0			
mixed vegetable haandvo	SUCCESS	SUCCESS	https://www.tarladalal.com/Mixed-Vegetable-Handvo-Non-Fried-Snacks-33316r	100	0	95.37004405	1.218325991	5.356299559	10.74414097	0.817621145	1.129867841	440.1814978	0.093039648	0.246713656	0	0			
carrot poriyal,carrot sabzi	SUCCESS	SUCCESS	http://www.vegrecipesofindia.com/carrot-poriyal-recipe/	100	0	95.77158556	1.146310832	6.558398744	8.536263736	2.407456829	1.785871272	125.6934066	0.016577708	0.458806907	0	0			
cabbage carrot lettuce salad	SUCCESS	SUCCESS	https://www.tarladalal.com/Cabbage-Carrot-and-Lettuce-Salad-7442r	100	0	96.28193202	0.950139535	0.161116279	5.60055814	1.994418605	2.732837209	576.8651163	0	0.025637209	0	0			
curd shorba,dahi shorba	SUCCESS	SUCCESS	https://www.tarladalal.com/Curd-Shorba-1454r	100	0	96.54464781	3.431425402	5.869689407	7.391075984	0.786466999	0.826012202	270.0349418	0.073876872	1.485995008	3.993344426	0			
achari dip	SUCCESS	SUCCESS	https://www.tarladalal.com/Achar-Dip-Achari-Dip-22718r	100	0	97.34848485	9.045454545	3.260606061	8.126363636	0	7.772727273	1205.439394	0.081212121	1.188333333	3.636363636	0			
chocolate chiller shake	SUCCESS	SUCCESS	http://foodviva.com/milkshake-recipes/chocolate-milkshake-recipe/	100	0	98.02255639	3.522556391	3.377819549	13.19548872	0.078947368	9.522180451	557.2180451	0.105263158	1.011278195	12.23684211	0.530075188			
chicken jalfrezi	SUCCESS	SUCCESS	https://www.archanaskitchen.com/chicken-jalfrezi-recipe	100	0	98.11055803	7.092984019	4.916426513	6.067283207	0.731647891	1.850013099	535.3927168	0.085223998	1.959590778	26.57191512	0			
luv litchi,litchi milkshake,litchi smoothie	SUCCESS	SUCCESS	http://honestcooking.com/lychee-milkshake/	100	0	99.80983917	2.634815516	3.456953642	11.59116367	7.379375591	12.01381268	18.628193	0	0	0	0			
grilled white fish	SUCCESS	SUCCESS	http://www.food.com/recipe/grilled-fish-in-foil-6919	100	0.62992126	100.0661417	10.54209449	4.462397638	4.666232283	0.602283465	0.230826772	352.0818898	0	0.009233071	0	0			
horlicks milkshake	SUCCESS	SUCCESS	http://www.bakespace.com/recipes/detail/Malt-%28Horlicks%29-Milkshake/44703/	100	0	100.6594663	3.780177891	3.499364676	13.386277	0.069123253	8.130444727	673.4434562	0.127064803	1.207115629	12.80813215	0.257306226			
beetroot salad	SUCCESS	SUCCESS	https://www.tarladalal.com/Beetroot-and-Dill-Salad-32798r	100	0	100.7271406	1.681788966	6.656186395	8.683824317	3.171397965	0.537975362	258.9555437	0	0.930433851	0	0			
bournvita milkshake	SUCCESS	SUCCESS	http://www.bakespace.com/recipes/detail/Malt-%28Horlicks%29-Milkshake/44703/	100	0	100.7738247	3.703939009	3.495552732	13.50063532	0.069123253	9.226378653	665.819568	0.127064803	1.224269377	12.80813215	0			
ridge gourd upkari,ridge gourd stir fry,ghosale sukke,heerekayi upkari,heerekayi palya	SUCCESS	SUCCESS	https://www.tarladalal.com/Ridge-Gourd-Upkari-4369r	100	0	101.0502793	1.083798883	8.084916201	6.060335196	3.267039106	0	219.2335196	0.058994413	0.155195531	0	0			
fried potatoes in ginger mushroom sauce	SUCCESS	SUCCESS	https://www.tarladalal.com/Fried-Potatoes-in-Ginger-Mushroom-Sauce-473r	100	0	101.4041253	1.678808251	2.492131398	17.89500382	1.884797555	0.197249809	208.2964095	0.040336134	0.120751719	0	0			
paneer makhmali	SUCCESS	SUCCESS	https://www.tarladalal.com/Paneer-Makhmali-4320r	100	0	102.0419815	6.870268682	5.616876574	6.767162049	1.460369437	2.609151973	426.2258606	0.065465995	1.963707809	11.52392947	0			
mango milkshake	SUCCESS	SUCCESS	https://www.tarladalal.com/Mango-Milkshake-38492r	100	0	102.0632911	1.696202532	1.670886076	20.39012658	0.759493671	11.36962025	540.6202532	0.101265823	0.962025316	6.075949367	0			
thai red curry paste	SUCCESS	SUCCESS	https://www.tarladalal.com/Red-Curry-Paste-(-Thai-Cooking-)-425r	100	0	102.2857143	3.222285714	3.215428571	21.55485714	8.611428571	0	1117.028571	0	0.196914286	0	0			
chicken wings with bhuna masala	SUCCESS	SUCCESS	https://www.archanaskitchen.com/chicken-wings-with-bhuna-masala-recipe	100	3.984063745	103.1633466	1.110796813	7.624003984	8.205219124	1.773306773	0.991533865	967.876494	0.367828685	5.670643426	0	0			
banana milkshake	SUCCESS	SUCCESS	https://www.tarladalal.com/Banana-Milkshake-41464r	100	0	103.7123288	1.849315068	1.397260274	21.10876712	0.98630137	4.101369863	450.7808219	0.082191781	0.780821918	4.931506849	0			
cheese burst dosa	SUCCESS	SUCCESS	https://www.tarladalal.com/Cheese-Burst-Dosa-Snack-42167r	100	0	103.7412901	2.686040352	5.429639102	11.11929184	0.792838875	2.201792555	507.659335	0.133955556	4.103495425	12.75816993	0			
radish and fruit raita	SUCCESS	SUCCESS	https://www.tarladalal.com/Mooli-and-Fruit-Raita-Radish-Mooli-Raita-41425r	100	0	103.8420023	1.689128759	1.299614495	6.676484194	0.159599075	0.680185042	252.8959136	0	0.772898998	2.313030069	0			
